0 1 1
0 2 1
0 4 1
0 5 1
0 7 1
0 8 1
0 9 1
0 10 1
0 11 1
0 12 1
0 13 1
0 14 1
0 15 1
0 16 1
0 17 1
0 18 1
0 19 1
0 21 1
0 27 1
0 28 1
0 29 1
0 33 1
0 34 1
0 35 1
0 36 1
0 37 1
0 38 1
0 40 1
0 41 1
0 42 1
0 50 1
0 53 1
0 56 1
0 57 1
1 3 1
1 4 1
1 5 1
1 6 1
1 7 1
1 8 1
1 9 1
1 10 1
1 12 1
1 13 1
1 14 1
1 15 1
1 16 1
1 17 1
1 19 1
1 20 1
1 21 1
1 24 1
1 25 1
1 26 1
1 27 1
1 28 1
1 29 1
1 33 1
1 34 1
1 39 1
1 42 1
1 43 1
1 48 1
1 49 1
1 52 1
1 54 1
1 56 1
2 3 1
2 4 1
2 5 1
2 6 1
2 7 1
2 8 1
2 9 1
2 12 1
2 13 1
2 15 1
2 17 1
2 18 1
2 19 1
2 20 1
2 25 1
2 28 1
2 29 1
2 33 1
2 35 1
2 37 1
2 38 1
2 40 1
2 41 1
2 45 1
2 46 1
2 52 1
2 53 1
2 54 1
2 56 1
2 57 1
3 4 1
3 5 1
3 6 1
3 8 1
3 9 1
3 10 1
3 11 1
3 12 1
3 14 1
3 15 1
3 16 1
3 17 1
3 19 1
3 22 1
3 25 1
3 26 1
3 27 1
3 28 1
3 29 1
3 30 1
3 32 1
3 35 1
3 36 1
3 37 1
3 43 1
3 47 1
3 48 1
3 49 1
3 50 1
3 52 1
3 53 1
3 54 1
3 55 1
3 58 1
4 5 1
4 6 1
4 7 1
4 8 1
4 9 1
4 10 1
4 11 1
4 12 1
4 13 1
4 14 1
4 15 1
4 17 1
4 18 1
4 19 1
4 22 1
4 23 1
4 24 1
4 25 1
4 26 1
4 28 1
4 30 1
4 33 1
4 35 1
4 36 1
4 37 1
4 38 1
4 40 1
4 42 1
4 46 1
4 49 1
4 52 1
4 55 1
4 57 1
4 58 1
4 59 1
4 61 1
5 6 1
5 8 1
5 9 1
5 10 1
5 11 1
5 13 1
5 14 1
5 15 1
5 16 1
5 17 1
5 19 1
5 20 1
5 21 1
5 22 1
5 23 1
5 24 1
5 25 1
5 26 1
5 27 1
5 28 1
5 29 1
5 30 1
5 31 1
5 33 1
5 34 1
5 35 1
5 36 1
5 37 1
5 38 1
5 39 1
5 40 1
5 41 1
5 42 1
5 43 1
5 44 1
5 46 1
5 47 1
5 48 1
5 49 1
5 51 1
5 53 1
5 54 1
5 55 1
5 56 1
5 57 1
5 58 1
5 61 1
6 5 1
6 7 1
6 8 1
6 9 1
6 10 1
6 11 1
6 12 1
6 13 1
6 14 1
6 15 1
6 16 1
6 17 1
6 18 1
6 19 1
6 20 1
6 21 1
6 22 1
6 23 1
6 24 1
6 25 1
6 26 1
6 29 1
6 30 1
6 31 1
6 33 1
6 34 1
6 35 1
6 36 1
6 37 1
6 38 1
6 39 1
6 40 1
6 41 1
6 43 1
6 44 1
6 46 1
6 49 1
6 52 1
6 53 1
6 54 1
6 55 1
6 56 1
6 57 1
6 58 1
6 59 1
6 60 1
6 61 1
7 8 1
7 9 1
7 10 1
7 11 1
7 12 1
7 13 1
7 14 1
7 15 1
7 16 1
7 17 1
7 20 1
7 21 1
7 23 1
7 24 1
7 25 1
7 26 1
7 28 1
7 29 1
7 34 1
7 35 1
7 36 1
7 40 1
7 45 1
7 46 1
7 51 1
7 53 1
7 55 1
7 56 1
7 57 1
7 60 1
8 9 1
8 10 1
8 14 1
8 15 1
8 16 1
8 17 1
8 19 1
8 22 1
8 25 1
8 28 1
8 29 1
8 30 1
8 33 1
8 34 1
8 36 1
8 37 1
8 44 1
8 46 1
8 53 1
8 54 1
8 58 1
8 61 1
9 5 1
9 10 1
9 11 1
9 12 1
9 13 1
9 14 1
9 15 1
9 16 1
9 17 1
9 19 1
9 20 1
9 21 1
9 22 1
9 23 1
9 25 1
9 26 1
9 28 1
9 29 1
9 30 1
9 31 1
9 33 1
9 34 1
9 35 1
9 36 1
9 37 1
9 38 1
9 39 1
9 40 1
9 42 1
9 43 1
9 46 1
9 53 1
9 54 1
9 55 1
9 56 1
9 57 1
9 58 1
10 11 1
10 12 1
10 13 1
10 14 1
10 15 1
10 16 1
10 17 1
10 20 1
10 21 1
10 22 1
10 25 1
10 26 1
10 29 1
10 31 1
10 32 1
10 34 1
10 37 1
10 40 1
10 43 1
10 49 1
10 52 1
10 53 1
10 55 1
10 56 1
10 59 1
11 12 1
11 13 1
11 14 1
11 16 1
11 17 1
11 21 1
11 22 1
11 23 1
11 24 1
11 25 1
11 26 1
11 27 1
11 28 1
11 29 1
11 30 1
11 31 1
11 32 1
11 33 1
11 35 1
11 36 1
11 37 1
11 38 1
11 40 1
11 42 1
11 44 1
11 45 1
11 48 1
11 50 1
11 53 1
11 54 1
11 55 1
11 59 1
12 5 1
12 6 1
12 13 1
12 14 1
12 15 1
12 16 1
12 17 1
12 19 1
12 21 1
12 22 1
12 25 1
12 26 1
12 28 1
12 29 1
12 30 1
12 31 1
12 33 1
12 34 1
12 35 1
12 36 1
12 38 1
12 39 1
12 40 1
12 42 1
12 44 1
12 47 1
12 48 1
12 49 1
12 50 1
12 52 1
12 53 1
12 54 1
12 55 1
12 56 1
12 57 1
12 59 1
12 61 1
13 6 1
13 9 1
13 15 1
13 16 1
13 17 1
13 18 1
13 19 1
13 21 1
13 22 1
13 24 1
13 26 1
13 27 1
13 28 1
13 29 1
13 30 1
13 31 1
13 32 1
13 33 1
13 35 1
13 36 1
13 39 1
13 42 1
13 43 1
13 49 1
13 53 1
13 54 1
13 56 1
13 61 1
14 10 1
14 15 1
14 16 1
14 17 1
14 18 1
14 19 1
14 23 1
14 25 1
14 28 1
14 31 1
14 34 1
14 35 1
14 36 1
14 37 1
14 40 1
14 41 1
14 44 1
14 49 1
14 50 1
14 52 1
14 53 1
14 54 1
14 57 1
14 59 1
15 16 1
15 17 1
15 18 1
15 20 1
15 21 1
15 22 1
15 23 1
15 24 1
15 25 1
15 26 1
15 27 1
15 28 1
15 30 1
15 31 1
15 32 1
15 33 1
15 34 1
15 35 1
15 36 1
15 39 1
15 40 1
15 45 1
15 47 1
15 48 1
15 49 1
15 50 1
15 52 1
15 53 1
15 54 1
15 55 1
15 57 1
15 59 1
15 61 1
16 17 1
16 19 1
16 23 1
16 24 1
16 25 1
16 26 1
16 28 1
16 29 1
16 30 1
16 31 1
16 32 1
16 33 1
16 34 1
16 35 1
16 36 1
16 37 1
16 39 1
16 42 1
16 43 1
16 44 1
16 47 1
16 48 1
16 49 1
16 53 1
16 54 1
16 55 1
16 56 1
16 58 1
16 59 1
16 61 1
17 14 1
17 16 1
17 18 1
17 19 1
17 20 1
17 21 1
17 22 1
17 23 1
17 24 1
17 25 1
17 26 1
17 27 1
17 28 1
17 29 1
17 30 1
17 31 1
17 32 1
17 33 1
17 34 1
17 35 1
17 36 1
17 37 1
17 38 1
17 39 1
17 40 1
17 41 1
17 42 1
17 43 1
17 46 1
17 48 1
17 49 1
17 50 1
17 51 1
17 52 1
17 53 1
17 54 1
17 55 1
17 56 1
17 58 1
17 60 1
18 13 1
18 20 1
18 21 1
18 22 1
18 23 1
18 24 1
18 25 1
18 28 1
18 30 1
18 32 1
18 33 1
18 34 1
18 35 1
18 36 1
18 37 1
18 38 1
18 39 1
18 40 1
18 41 1
18 42 1
18 44 1
18 45 1
18 46 1
18 50 1
18 53 1
18 59 1
19 8 1
19 20 1
19 21 1
19 22 1
19 23 1
19 24 1
19 27 1
19 28 1
19 29 1
19 30 1
19 33 1
19 34 1
19 35 1
19 37 1
19 38 1
19 39 1
19 40 1
19 41 1
19 42 1
19 47 1
19 48 1
19 50 1
19 53 1
19 54 1
19 56 1
19 61 1
20 19 1
20 23 1
20 24 1
20 28 1
20 29 1
20 31 1
20 33 1
20 35 1
20 36 1
20 37 1
20 39 1
20 40 1
20 41 1
20 42 1
20 44 1
20 46 1
20 50 1
20 53 1
20 56 1
20 57 1
20 59 1
20 60 1
21 22 1
21 23 1
21 25 1
21 26 1
21 27 1
21 28 1
21 29 1
21 30 1
21 31 1
21 32 1
21 34 1
21 36 1
21 37 1
21 42 1
21 43 1
21 44 1
21 45 1
21 47 1
21 50 1
21 52 1
21 54 1
21 55 1
21 56 1
21 57 1
21 58 1
21 59 1
21 60 1
21 61 1
22 24 1
22 25 1
22 26 1
22 28 1
22 29 1
22 30 1
22 31 1
22 32 1
22 33 1
22 34 1
22 35 1
22 37 1
22 38 1
22 41 1
22 43 1
22 44 1
22 45 1
22 46 1
22 47 1
22 48 1
22 49 1
22 51 1
22 52 1
22 54 1
22 55 1
22 56 1
22 57 1
22 60 1
22 61 1
23 20 1
23 24 1
23 26 1
23 28 1
23 29 1
23 34 1
23 36 1
23 37 1
23 38 1
23 39 1
23 40 1
23 41 1
23 42 1
23 46 1
23 47 1
23 48 1
23 49 1
23 50 1
23 53 1
23 54 1
23 56 1
23 57 1
23 58 1
24 58 1
24 51 1
24 37 1
24 38 1
24 39 1
24 40 1
24 41 1
24 42 1
24 44 1
24 45 1
24 47 1
24 49 1
24 19 1
24 52 1
24 21 1
24 55 1
24 26 1
24 59 1
24 29 1
24 30 1
25 26 1
25 27 1
25 28 1
25 29 1
25 30 1
25 31 1
25 32 1
25 34 1
25 35 1
25 36 1
25 37 1
25 38 1
25 43 1
25 44 1
25 45 1
25 46 1
25 47 1
25 48 1
25 49 1
25 52 1
25 54 1
25 55 1
25 56 1
25 60 1
25 61 1
26 34 1
26 35 1
26 36 1
26 37 1
26 38 1
26 41 1
26 44 1
26 45 1
26 47 1
26 49 1
26 50 1
26 55 1
26 56 1
26 57 1
26 29 1
26 30 1
27 32 1
27 35 1
27 38 1
27 43 1
27 44 1
27 45 1
27 49 1
27 52 1
27 54 1
27 55 1
27 56 1
27 57 1
27 59 1
27 28 1
27 61 1
27 30 1
27 31 1
28 27 1
28 29 1
28 30 1
28 31 1
28 32 1
28 34 1
28 35 1
28 36 1
28 37 1
28 38 1
28 40 1
28 43 1
28 44 1
28 45 1
28 46 1
28 48 1
28 49 1
28 50 1
28 52 1
28 53 1
28 54 1
28 55 1
28 56 1
28 59 1
29 34 1
29 36 1
29 37 1
29 40 1
29 42 1
29 44 1
29 45 1
29 46 1
29 47 1
29 48 1
29 51 1
29 52 1
29 53 1
29 54 1
29 55 1
29 56 1
29 57 1
29 61 1
29 30 1
29 31 1
30 27 1
30 31 1
30 32 1
30 34 1
30 35 1
30 36 1
30 37 1
30 39 1
30 40 1
30 41 1
30 42 1
30 43 1
30 44 1
30 46 1
30 47 1
30 48 1
30 49 1
30 51 1
30 52 1
30 55 1
30 56 1
30 57 1
30 59 1
30 61 1
31 32 1
31 33 1
31 34 1
31 35 1
31 36 1
31 37 1
31 40 1
31 41 1
31 42 1
31 43 1
31 44 1
31 45 1
31 46 1
31 47 1
31 48 1
31 50 1
31 51 1
31 52 1
31 55 1
31 56 1
31 57 1
31 58 1
31 59 1
31 60 1
32 34 1
32 35 1
32 36 1
32 40 1
32 43 1
32 44 1
32 45 1
32 46 1
32 47 1
32 48 1
32 50 1
32 52 1
32 54 1
32 55 1
32 56 1
32 57 1
32 58 1
32 59 1
32 28 1
32 61 1
33 34 1
33 36 1
33 40 1
33 42 1
33 44 1
33 46 1
33 50 1
33 51 1
33 53 1
33 23 1
33 57 1
34 35 1
34 36 1
34 37 1
34 38 1
34 40 1
34 41 1
34 48 1
34 49 1
34 50 1
34 52 1
34 53 1
34 55 1
34 58 1
34 59 1
34 29 1
35 23 1
35 24 1
35 33 1
35 37 1
35 38 1
35 39 1
35 40 1
35 41 1
35 42 1
35 43 1
35 47 1
35 48 1
35 49 1
35 50 1
35 51 1
35 52 1
35 53 1
35 54 1
35 56 1
35 57 1
35 59 1
35 61 1
36 37 1
36 38 1
36 40 1
36 41 1
36 42 1
36 44 1
36 47 1
36 48 1
36 49 1
36 50 1
36 51 1
36 20 1
36 53 1
36 54 1
36 57 1
36 52 1
36 58 1
36 60 1
36 61 1
37 38 1
37 40 1
37 41 1
37 42 1
37 43 1
37 45 1
37 46 1
37 47 1
37 48 1
37 49 1
37 50 1
37 51 1
37 52 1
37 54 1
37 55 1
37 58 1
37 61 1
38 40 1
38 41 1
38 42 1
38 45 1
38 48 1
38 49 1
38 50 1
38 52 1
38 53 1
38 54 1
38 57 1
38 58 1
38 59 1
38 60 1
39 40 1
39 42 1
39 47 1
39 50 1
39 56 1
39 57 1
39 58 1
39 59 1
40 41 1
40 42 1
40 47 1
40 48 1
40 49 1
40 51 1
40 52 1
40 53 1
40 54 1
40 56 1
40 57 1
40 61 1
41 42 1
41 45 1
41 46 1
41 47 1
41 48 1
41 51 1
41 52 1
41 57 1
41 58 1
41 61 1
42 34 1
42 37 1
42 44 1
42 45 1
42 46 1
42 47 1
42 49 1
42 50 1
42 52 1
42 53 1
42 54 1
42 57 1
42 58 1
43 44 1
43 45 1
43 46 1
43 47 1
43 48 1
43 55 1
43 56 1
43 57 1
43 58 1
43 59 1
44 46 1
44 47 1
44 48 1
44 50 1
44 55 1
44 56 1
44 57 1
44 58 1
44 59 1
44 60 1
45 46 1
45 47 1
45 48 1
45 55 1
45 56 1
45 57 1
45 58 1
45 59 1
45 60 1
46 47 1
46 48 1
46 50 1
46 52 1
46 53 1
46 54 1
46 55 1
46 56 1
46 57 1
46 59 1
46 60 1
47 48 1
47 49 1
47 51 1
47 52 1
47 53 1
47 55 1
47 56 1
47 57 1
47 58 1
47 59 1
47 60 1
48 49 1
48 58 1
48 52 1
48 54 1
48 57 1
49 50 1
49 52 1
49 54 1
49 56 1
49 57 1
49 59 1
50 57 1
50 51 1
50 52 1
50 61 1
50 54 1
51 59 1
52 50 1
52 56 1
52 57 1
52 58 1
52 59 1
52 60 1
53 54 1
53 55 1
53 56 1
53 57 1
53 58 1
53 59 1
54 56 1
54 57 1
54 59 1
54 61 1
55 56 1
55 57 1
55 58 1
55 59 1
55 60 1
55 61 1
56 57 1
56 58 1
56 59 1
56 60 1
56 61 1
57 58 1
57 59 1
57 60 1
57 61 1
58 59 1
58 60 1
59 60 1
59 61 1
