0 1 1
0 2 1
0 4 1
0 6 1
0 7 1
0 9 1
0 10 1
0 12 1
0 13 1
0 14 1
0 15 1
0 16 1
0 17 1
0 18 1
0 19 1
0 20 1
0 21 1
0 23 1
1 2 1
1 6 1
1 7 1
1 9 1
1 10 1
1 12 1
1 13 1
1 14 1
1 15 1
1 16 1
1 17 1
1 18 1
1 19 1
1 20 1
1 23 1
1 24 1
2 0 1
2 1 1
2 4 1
2 6 1
2 7 1
2 9 1
2 10 1
2 12 1
2 13 1
2 15 1
2 16 1
2 17 1
2 19 1
2 20 1
2 21 1
2 22 1
2 23 1
2 25 1
3 4 1
3 5 1
3 11 1
3 12 1
3 19 1
3 20 1
4 0 1
4 1 1
4 2 1
4 3 1
4 6 1
4 7 1
4 10 1
4 12 1
4 13 1
4 14 1
4 15 1
4 16 1
4 17 1
4 18 1
4 19 1
4 20 1
4 21 1
4 23 1
5 0 1
5 8 1
5 9 1
5 11 1
5 12 1
5 18 1
5 19 1
5 20 1
5 21 1
6 0 1
6 7 1
6 9 1
6 10 1
6 12 1
6 13 1
6 14 1
6 15 1
6 16 1
6 17 1
6 18 1
6 20 1
6 21 1
6 23 1
7 0 1
7 2 1
7 4 1
7 8 1
7 9 1
7 10 1
7 11 1
7 12 1
7 15 1
7 16 1
7 17 1
7 18 1
7 20 1
7 22 1
7 23 1
7 24 1
7 25 1
8 2 1
8 7 1
8 9 1
8 11 1
8 12 1
8 15 1
8 17 1
8 18 1
8 19 1
8 20 1
8 21 1
8 23 1
9 0 1
9 2 1
9 5 1
9 6 1
9 7 1
9 8 1
9 11 1
9 12 1
9 13 1
9 15 1
9 18 1
9 19 1
9 20 1
9 21 1
9 23 1
9 24 1
10 0 1
10 1 1
10 4 1
10 6 1
10 7 1
10 12 1
10 13 1
10 15 1
10 16 1
10 17 1
10 19 1
10 20 1
10 21 1
10 22 1
10 23 1
10 25 1
11 0 1
11 4 1
11 5 1
11 7 1
11 9 1
11 12 1
11 15 1
11 17 1
11 18 1
11 19 1
11 20 1
11 23 1
12 0 1
12 1 1
12 6 1
12 7 1
12 8 1
12 9 1
12 10 1
12 13 1
12 15 1
12 16 1
12 17 1
12 18 1
12 19 1
12 20 1
12 21 1
12 23 1
12 24 1
13 0 1
13 1 1
13 7 1
13 10 1
13 14 1
13 15 1
13 16 1
13 17 1
13 18 1
13 19 1
13 20 1
13 21 1
13 23 1
13 24 1
13 25 1
14 2 1
14 6 1
14 12 1
14 16 1
14 17 1
14 19 1
14 23 1
15 0 1
15 7 1
15 9 1
15 10 1
15 12 1
15 13 1
15 16 1
15 17 1
15 18 1
15 19 1
15 20 1
15 23 1
16 0 1
16 2 1
16 6 1
16 7 1
16 9 1
16 10 1
16 12 1
16 13 1
16 15 1
16 17 1
16 18 1
16 19 1
16 20 1
16 21 1
16 23 1
17 0 1
17 6 1
17 9 1
17 10 1
17 12 1
17 13 1
17 14 1
17 15 1
17 16 1
17 18 1
17 19 1
17 20 1
17 21 1
17 22 1
17 23 1
17 24 1
17 25 1
18 0 1
18 2 1
18 11 1
18 12 1
18 14 1
18 15 1
18 19 1
18 20 1
18 24 1
19 5 1
19 8 1
19 12 1
19 13 1
19 18 1
19 20 1
19 21 1
19 22 1
19 24 1
20 2 1
20 9 1
20 10 1
20 12 1
20 13 1
20 15 1
20 17 1
20 18 1
20 19 1
20 21 1
20 22 1
20 23 1
21 12 1
21 16 1
21 17 1
21 19 1
21 23 1
21 24 1
22 1 1
22 4 1
22 10 1
22 17 1
22 24 1
22 25 1
23 6 1
23 10 1
23 13 1
23 14 1
23 15 1
23 17 1
23 18 1
23 19 1
23 20 1
23 21 1
24 1 1
24 6 1
24 7 1
24 10 1
24 12 1
24 16 1
25 12 1
