DL
N=28
FORMAT = FULLMATRIX DIAGONAL PRESENT
LABELS:
15,08,13,21,11,01,04,17,02,09,26,06,18,25,12,22,10,16,28,29,24,07,27,30,34,05,31,32
DATA:
  0  0  0  0  0  0  0  1  1  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  1
  0  0  0  0  5  2  1  0  4  1  2  1  4  2  3  0  4  1  1  0  0  0  7  0  1  0  4  0
  0  0  0  0  7  4  0  0 12  0  1  0  2  2  2 12  0  0  2  4  2  0  6  1  0  1  4  3
  0  0  8  0  0  0  0  0  1  1  0  1  0  3  0  2  1  1  0  0  2  0  2  3  1  1  3  2
  0  0  0  0  0  1  0  0 10  0  3  0  5  0  4  7  1  1  1  5  0  0  8  6  0  0  3  1
  0  0  0  7  0  0  0  0  0  2  3  0  2  4  1  3  2  2  3  0  3  0  4  9  2  0  1  4
  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
  0  1  1  4  5  3  0  0  0  0  1  1  2  0  1  2  0  0  0  3  0  0  0  5  0  2  4  0
  0  0  0  1  1  7  0  1  0  0  1  0  0  7  5  8  2  0  3  2  3  1  5  4  6  0  1  5
  0  0  0  0  0  0  0  0  1  0  0  0  0  2  0  2  1  2  1  0  1  1  0  2  0  0  1  0
  0  0  0  0  0  0  0  1  2  1  0  1  0  0  2  1  1  0  2  3  2  1  2  2  1  1  1  1
  0  0  0  0  0  1  0  2  0  0  0  0  0  0  0  0  5  0  0  0  0  1  0  1  2  0  1  0
  0  0  0  0  0  0  0  0  5  2  0  0  0  2  2  2  0  1  1  3  2  0  3  1  2  1  0  3
  0  0  0  0  0  0  0  0  0  1  2  0  3  0  0  0  0  7  0  3  3  0  4  3  3  0  1  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  6  0  1  2  1  0  0  3  3  2  1  2  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1  0  0  1  0  1  2  3  2  4  2
  0  0  0  0  0  0  0  4  0  0  0  0  0  0  2  0  0  1  2  0  0  0  2  1  2  0  1  1
  0  0  0  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  1  0  0  0  1  2  1  1
  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0 10  0  0  0  1  1  0  3  4  2  3  4  6
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  3  0  0  0  0  3  3  0  4 11
  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0  0  3  8  0  0  0  0  8  0  2  2
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  5  1  0  0  2  1  1  0  5
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  5  0  1  2
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  3  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 10
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
