DL
N=28
TITLE = "Imported from C:\Program Files\Analytic Technologies\Ucinet 6\DataFiles\A&D-CATTLE.TXT"
FORMAT = FULLMATRIX DIAGONAL PRESENT
LABELS:
"30","27","31","35","28","29","278","34","32","37","33","276","38"
"52","36","S-3","39","51","53","55","56","57","60","58","59","61"
"54","62"
DATA:
  0  0  1  6  0  0  0  2  1  2  0  0  0  6  1  0  0  1  0  4  0  0  2  0  0  6  0  2
  1  0  2  1  1  0  0  0  1  0  0  1  1  0  2  0  0  3  1  0  0  0  1  0  2  1  0  3
  0  0  0 13  0  0  0  6  2  4  1  2  1  3  6  6  1  5  3  1  0  6  0  5  2  0  0  1
  0  0  0  0  3  1  0  2  0  2  0  0  4  0  0  7  0  1  6  0  3  1  0  1  1  1  0  2
  0  0  1  0  0  4  0  3  2  2  2  0  0  0  3  2  0  7  2  0  1  3  2  1  0  7  7  2
  0  0  0  0  0  0  2  7  1  5  8  3  1  1  0  1  1  2  1  0  2  1  3  0  0  3  4  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  2  2  9  2  3  3  0  0  1  4  1  1  1  1  1  0  0  5  4  5
  0  0  0  0  0  0  0  0  0  1  0  2  2  0  0  2  0  2  0  0  0  1  0  1  1  0  0  1
  0  0  0  0  0  0  0  0  0  0  2  1  2  0  2  0  1  3  0  0  0  0  4  1  0  0  1  2
  0  0  0  0  0  1  0  0  0  0  0  1  1  0  2  2  0  3  3  0  1  1  1  1  0  1  4  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  6  0  1  1  1  2  4  0  0  3  1  0  2
  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  1  1  3  1  0  2  3  1  1  1  1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  1  0  0  0  1  1  1  0  1  0  0
  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  3  0  0  0  0  0  1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  5  0  5  0  2  0  1  4  6  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0  0  0  0  2  1  0  1  0  1  1  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  2  0  0  0  0  1  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  4  0  0  0  0  1  2  5  2  1  1
  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  1  0  4  1  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  1  0  0  0  0  0  1  0  0  0
  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  4
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  0  0  0  0  0  0  0  0  7  2
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
